게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,완투,결과,홀드,이닝*3,투구 수,타자,타수,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고4,사구,삼진,병살타,폭투,보크,실책,실점,자책점,득점권WHIP,2점차이하WHIP,345번타자WHIP
20180324HHWO0,2018-03-24,WO,HH,0,B,0,W,2,27,152,38,37,13,0,1,0,1,0,0,0,1,0,0,9,0,0,0,1,3,2,1.090909091,1.6,2.25
20180324HHWO0,2018-03-24,HH,WO,0,T,0,L,0,24,173,41,37,12,3,0,1,2,0,0,0,4,0,0,10,0,2,0,0,6,5,1.75,3.0,2.25
20180324KTHT0,2018-03-24,HT,KT,0,B,0,L,0,27,154,38,37,11,1,0,3,0,0,0,0,1,0,0,9,0,0,0,0,5,5,2.0,1.333333333,1.5
20180324KTHT0,2018-03-24,KT,HT,0,T,0,W,2,27,165,43,36,12,2,0,0,0,0,2,1,2,0,2,8,0,0,0,0,4,4,1.2,1.5555555559999998,2.625
20180324LGNC0,2018-03-24,NC,LG,0,B,0,W,2,27,113,32,30,7,0,0,1,1,0,0,1,1,0,0,9,1,0,0,0,2,2,0.0,0.7777777779999999,1.333333333
20180324LGNC0,2018-03-24,LG,NC,0,T,0,L,0,24,141,35,30,9,2,0,1,1,1,0,1,4,0,0,9,0,1,0,0,4,4,0.428571429,1.695652174,1.0
20180324LTSK0,2018-03-24,SK,LT,0,B,0,W,2,27,170,39,33,7,2,0,0,2,0,0,0,6,0,0,12,0,1,0,0,5,4,1.5,1.4444444440000002,2.571428571
20180324LTSK0,2018-03-24,LT,SK,0,T,0,L,0,24,166,40,32,8,1,0,1,2,1,0,1,7,0,0,10,0,1,0,0,6,5,2.142857143,1.875,1.2
20180324SSOB0,2018-03-24,OB,SS,0,B,0,L,0,27,172,43,37,13,4,0,0,0,0,1,0,4,0,1,9,0,0,0,0,6,6,1.666666667,3.0,3.428571429
20180324SSOB0,2018-03-24,SS,OB,0,T,0,W,2,27,114,32,32,6,2,0,1,0,0,0,0,0,0,0,4,1,0,0,0,3,3,2.0,0.272727273,1.0
20180325HHWO0,2018-03-25,WO,HH,0,B,0,L,0,27,154,39,36,11,3,0,1,2,1,0,0,1,0,2,9,1,0,0,0,4,4,1.5,1.928571429,3.0
20180325HHWO0,2018-03-25,HH,WO,0,T,0,W,1,27,138,33,31,5,1,0,1,0,0,0,0,1,0,1,11,0,0,0,0,1,1,0.0,0.692307692,0.666666667
20180325KTHT0,2018-03-25,HT,KT,0,B,0,W,0,27,116,33,33,7,1,0,1,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0.0,1.0,1.5
20180325KTHT0,2018-03-25,KT,HT,0,T,0,L,0,24,157,44,39,16,2,0,4,1,0,0,1,3,0,1,8,0,0,0,0,14,14,3.0,15.0,3.428571429
20180325LGNC0,2018-03-25,NC,LG,0,B,0,W,0,27,140,35,30,3,0,0,1,0,0,0,0,4,0,1,7,0,1,0,0,1,1,0.75,0.8,0.6
20180325LGNC0,2018-03-25,LG,NC,0,T,0,L,0,24,158,41,30,8,1,0,0,2,0,0,2,5,0,4,5,2,2,0,0,7,2,1.333333333,1.615384615,1.090909091
20180325LTSK0,2018-03-25,SK,LT,0,B,0,W,2,27,126,33,32,5,1,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0.0,0.571428571,0.6
20180325LTSK0,2018-03-25,LT,SK,0,T,0,L,0,24,133,36,31,9,2,0,3,1,0,0,0,5,0,0,9,2,0,0,0,5,5,1.5,1.894736842,4.2
20180325SSOB0,2018-03-25,OB,SS,0,B,0,W,1,27,122,33,31,6,0,0,1,0,1,1,0,1,0,0,4,0,0,0,0,4,4,2.0,0.6521739129999999,0.6
20180325SSOB0,2018-03-25,SS,OB,0,T,0,L,0,24,130,34,28,8,0,0,1,0,0,1,1,3,0,1,4,2,0,1,0,5,5,0.6,1.2,1.333333333
20180327HHNC0,2018-03-27,NC,HH,0,B,0,W,3,27,151,41,34,10,0,0,2,0,0,0,0,5,0,2,6,2,0,0,0,6,6,2.25,0.428571429,0.9
20180327HHNC0,2018-03-27,HH,NC,0,T,0,L,0,24,153,38,32,9,1,0,2,0,0,0,1,3,0,2,8,0,3,0,0,9,6,1.5,3.0,1.125
20180327KTSK0,2018-03-27,SK,KT,0,B,0,W,0,27,139,36,34,8,1,0,2,1,1,0,0,2,0,0,6,0,0,0,1,5,4,0.75,1.0,1.125
20180327KTSK0,2018-03-27,KT,SK,0,T,0,L,0,24,159,43,39,14,0,1,3,4,0,0,0,3,0,1,9,0,2,0,0,8,7,1.5,3.0,2.0
