게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,선수명,선발,구원,완투,종료,결과,홀드,이닝*3,투구 수,타자,타수,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고4,사구,삼진,병살타,폭투,보크,실책,실점,자책점,득점권WHIP,2점차이하WHIP,345번타자WHIP
20160401HHLG0,2016-04-01,LG,HH,0,B,이승현,0,1,0,1,W,0,6,29,8,7,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0.0,1.0,1.5
20160401HHLG0,2016-04-01,LG,HH,0,B,임정우,0,1,0,0, ,0,5,33,8,6,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.0,1.8,1.5
20160401HHLG0,2016-04-01,LG,HH,0,B,최성훈,0,1,0,0, ,0,1,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0
20160401HHLG0,2016-04-01,LG,HH,0,B,소사,1,0,0,0, ,0,18,94,28,25,9,2,0,0,0,0,2,0,1,0,0,4,1,0,0,0,4,4,0.818181818,1.588235294,3.75
20160401HHLG0,2016-04-01,HH,LG,0,T,김민우,0,1,0,1,L,0,4,27,6,4,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0.0,1.5,0.0
20160401HHLG0,2016-04-01,LG,HH,0,B,신승현,0,1,0,0, ,0,3,11,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20160401HHLG0,2016-04-01,LG,HH,0,B,이동현,0,1,0,0, ,0,3,10,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
20160401HHLG0,2016-04-01,HH,LG,0,T,권혁,0,1,0,0, ,0,6,29,7,7,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.5,1.5
20160401HHLG0,2016-04-01,HH,LG,0,T,송은범,1,0,0,0, ,0,9,57,15,14,5,1,0,1,1,0,0,0,1,0,0,4,0,0,0,0,3,3,1.5,1.5,1.5
20160401HHLG0,2016-04-01,HH,LG,0,T,송창식,0,1,0,0, ,0,1,18,3,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,6.0,0.0
20160401HHLG0,2016-04-01,HH,LG,0,T,정우람,0,1,0,0, ,0,9,27,9,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0
20160401HHLG0,2016-04-01,HH,LG,0,T,박정진,0,1,0,0, ,0,5,38,7,6,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1.0,1.2,0.0
20160401HTNC0,2016-04-01,NC,HT,0,B,최금강,0,1,0,0,W,0,3,19,4,4,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,1.0,0.0
20160401HTNC0,2016-04-01,NC,HT,0,B,해커,1,0,0,0, ,0,17,85,25,23,7,2,0,1,0,0,0,0,1,0,1,5,1,2,0,0,4,4,1.2,1.125,2.4
20160401HTNC0,2016-04-01,HT,NC,0,T,지크,0,1,0,1,L,0,6,35,10,8,3,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,1.0,2.0,1.5
20160401HTNC0,2016-04-01,NC,HT,0,B,김진성,0,1,0,0, ,0,4,27,6,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6.0,1.5,0.0
20160401HTNC0,2016-04-01,HT,NC,0,T,양현종,1,0,0,0, ,0,18,112,26,22,6,2,0,2,0,0,0,0,4,0,0,7,1,0,0,0,4,4,0.0,1.588235294,2.0
20160401HTNC0,2016-04-01,NC,HT,0,B,임창민,0,1,0,1,S,0,3,12,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0
20160401KTSK0,2016-04-01,SK,KT,0,B,정영일,0,1,0,1, ,0,3,11,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0
20160401KTSK0,2016-04-01,KT,SK,0,T,고영표,0,1,0,1, ,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20160401KTSK0,2016-04-01,SK,KT,0,B,박민호,0,1,0,0, ,0,5,15,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
20160401KTSK0,2016-04-01,KT,SK,0,T,마리몬,1,0,0,0,W,0,18,106,25,25,7,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,4,4,3.0,1.75,0.0
20160401KTSK0,2016-04-01,SK,KT,0,B,채병용,0,1,0,0, ,0,4,16,5,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,3.0
20160401KTSK0,2016-04-01,SK,KT,0,B,고효준,0,1,0,0, ,0,1,18,3,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0.0,0.0,0.0
20160401KTSK0,2016-04-01,KT,SK,0,T,홍성용,0,1,0,0, ,0,2,7,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0
20160401KTSK0,2016-04-01,KT,SK,0,T,장시환,0,1,0,0, ,0,6,28,8,8,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0.0,0.0,1.5
20160401KTSK0,2016-04-01,SK,KT,0,B,김광현,1,0,0,0,L,0,14,91,26,22,9,0,0,2,2,0,0,1,2,0,1,4,0,0,0,0,7,7,1.5,2.357142857,1.8
20160401LTWO0,2016-04-01,WO,LT,0,B,김정훈,0,1,0,0, ,0,3,22,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0
20160401LTWO0,2016-04-01,WO,LT,0,B,피어밴드,1,0,0,0,L,0,18,90,26,26,9,2,0,0,1,0,0,0,0,0,0,5,2,0,0,0,2,1,0.3,1.5,1.285714286
20160401LTWO0,2016-04-01,LT,WO,0,T,린드블럼,1,0,0,0,W,0,18,98,26,21,4,1,0,0,0,1,0,0,5,0,0,5,0,0,0,0,0,0,0.0,1.5,1.5
