게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,선수명,선발,타순,타자,타수,타점,득점,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고의4구,사구,삼진,병살타,실책,잔루,득점권타율,득점권타수,득점권안타
20170331HHOB0,2017-03-31,HH,OB,0,T,강경학,1,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0
20170331HHOB0,2017-03-31,OB,HH,0,B,류지혁,0,6,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0
20170331HHOB0,2017-03-31,HH,OB,0,T,김원석,1,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20170331HHOB0,2017-03-31,HH,OB,0,T,신성현,1,9,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0
20170331HHOB0,2017-03-31,OB,HH,0,B,조수행,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20170331HHOB0,2017-03-31,OB,HH,0,B,에반스,1,3,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,1,0
20170331HHOB0,2017-03-31,HH,OB,0,T,이동훈,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20170331HHOB0,2017-03-31,HH,OB,0,T,로사리오,1,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0
20170331HHOB0,2017-03-31,HH,OB,0,T,장민석,1,2,4,3,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0.0,1,0
20170331HHOB0,2017-03-31,HH,OB,0,T,김태균,1,3,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0.0,1,0
20170331HHOB0,2017-03-31,HH,OB,0,T,차일목,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20170331HHOB0,2017-03-31,HH,OB,0,T,이양기,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20170331HHOB0,2017-03-31,OB,HH,0,B,김재호,1,9,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0.0,2,0
20170331HHOB0,2017-03-31,HH,OB,0,T,최진행,1,5,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,0,0
20170331HHOB0,2017-03-31,OB,HH,0,B,오재일,1,6,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0
20170331HHOB0,2017-03-31,HH,OB,0,T,정근우,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20170331HHOB0,2017-03-31,OB,HH,0,B,양의지,1,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,1,0
20170331HHOB0,2017-03-31,OB,HH,0,B,민병헌,1,1,4,3,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0.0,1,0
20170331HHOB0,2017-03-31,HH,OB,0,T,송광민,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
20170331HHOB0,2017-03-31,OB,HH,0,B,오재원,1,2,4,3,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0.0,1,0
20170331HHOB0,2017-03-31,HH,OB,0,T,임익준,1,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,1,0
20170331HHOB0,2017-03-31,OB,HH,0,B,김재환,1,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,1,0
20170331HHOB0,2017-03-31,OB,HH,0,B,박건우,1,7,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20170331HHOB0,2017-03-31,OB,HH,0,B,허경민,1,8,3,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1.0,1,1
20170331HHOB0,2017-03-31,HH,OB,0,T,조인성,1,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0.0,0,0
20170331HTSS0,2017-03-31,SS,HT,0,B,백상원,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20170331HTSS0,2017-03-31,HT,SS,0,T,이인행,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20170331HTSS0,2017-03-31,SS,HT,0,B,정병곤,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
