게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,선수명,선발,타순,타자,타수,타점,득점,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고의4구,사구,삼진,병살타,실책,잔루,득점권타율,득점권타수,득점권안타
20180324HHWO0,2018-03-24,HH,WO,0,T,최윤석,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20180324HHWO0,2018-03-24,WO,HH,0,B,고종욱,1,6,4,3,0,2,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0.0,2,0
20180324HHWO0,2018-03-24,HH,WO,0,T,하주석,1,5,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,2,1
20180324HHWO0,2018-03-24,HH,WO,0,T,양성우,1,2,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,0
20180324HHWO0,2018-03-24,WO,HH,0,B,김하성,1,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0.0,2,0
20180324HHWO0,2018-03-24,WO,HH,0,B,임병욱,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20180324HHWO0,2018-03-24,HH,WO,0,T,지성준,0,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20180324HHWO0,2018-03-24,HH,WO,0,T,이동훈,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20180324HHWO0,2018-03-24,HH,WO,0,T,정경운,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
20180324HHWO0,2018-03-24,WO,HH,0,B,이정후,1,8,4,3,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0.5,2,1
20180324HHWO0,2018-03-24,WO,HH,0,B,초이스,1,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,2,0
20180324HHWO0,2018-03-24,HH,WO,0,T,호잉,1,7,4,4,0,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0
20180324HHWO0,2018-03-24,HH,WO,0,T,김태균,1,4,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0
20180324HHWO0,2018-03-24,HH,WO,0,T,이용규,1,1,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0.333333333,3,1
20180324HHWO0,2018-03-24,WO,HH,0,B,박병호,1,4,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0.0,1,0
20180324HHWO0,2018-03-24,HH,WO,0,T,정근우,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
20180324HHWO0,2018-03-24,WO,HH,0,B,김태완,1,3,5,4,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0.0,0,0
20180324HHWO0,2018-03-24,HH,WO,0,T,송광민,1,3,4,4,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0
20180324HHWO0,2018-03-24,WO,HH,0,B,김민성,1,7,4,3,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0.333333333,3,1
20180324HHWO0,2018-03-24,WO,HH,0,B,서건창,1,1,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1,0
20180324HHWO0,2018-03-24,HH,WO,0,T,최재훈,1,8,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.5,2,1
20180324HHWO0,2018-03-24,HH,WO,0,T,오선진,1,9,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0.0,2,0
20180324HHWO0,2018-03-24,WO,HH,0,B,김지수,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20180324HHWO0,2018-03-24,WO,HH,0,B,박동원,1,9,4,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,4,2
20180324KTHT0,2018-03-24,KT,HT,0,T,오태곤,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20180324KTHT0,2018-03-24,HT,KT,0,B,김민식,1,8,3,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1,0
20180324KTHT0,2018-03-24,HT,KT,0,B,한승택,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20180324KTHT0,2018-03-24,KT,HT,0,T,심우준,1,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0.0,0,0
20180324KTHT0,2018-03-24,HT,KT,0,B,최원준,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20180324KTHT0,2018-03-24,KT,HT,0,T,로하스,1,3,4,4,2,2,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
20180324KTHT0,2018-03-24,HT,KT,0,B,버나디나,1,3,5,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,4,2
20180324KTHT0,2018-03-24,KT,HT,0,T,강백호,1,8,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0.0,1,0
20180324KTHT0,2018-03-24,HT,KT,0,B,김주찬,1,2,5,3,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0.0,1,0
20180324KTHT0,2018-03-24,KT,HT,0,T,박기혁,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
20180324KTHT0,2018-03-24,HT,KT,0,B,이범호,1,7,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,2,0
