game_key,home_p,home_1,home_2,home_3,home_4,home_5,home_6,home_7,home_8,home_9,away_p,away_1,away_2,away_3,away_4,away_5,away_6,away_7,away_8,away_9,hit_r,r,l
20200506HHSK0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0.25, 0.25, 0.25, 0.0, 0.0, 0.0]","[0.25, 0.25, 0.5, 0.0, 0.0, 0.0]","[0.25, 0.25, 0.25, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.75, 0.75, 1.25, 0.0, 0.5, 0.0]","[0.5, 0.6666666666666666, 0.5, 1.0, 0.0, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 0.0, 0.6666666666666666]",0.2727272727272727,5,2
20200506HHSK0,"[0, 0, 0, 0]","[0.25, 0.25, 0.25, 0.0, 0.0, 0.0]","[0.25, 0.25, 0.5, 0.0, 0.0, 0.0]","[0.25, 0.25, 0.25, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.75, 0.75, 1.25, 0.0, 0.5, 0.0]","[0.5, 0.6666666666666666, 0.5, 1.0, 0.0, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 0.0, 0.6666666666666666]","[0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.16129032258064516,2,5
20200506LTKT0,"[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.5, 1.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333]","[0.5, 0.5, 0.5, 0.0, 0.25, 0.0]","[0.3333333333333333, 0.5, 0.6666666666666666, 0.0, 0.0, 0.0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.3333333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.6666666666666666, 0.5, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0.0, 0.2, 0.0, 0.0, 0.25, 0.0]","[0.25, 0.25, 1.0, 0.0, 0.25, 0.5]","[0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[0.0, 0.25, 0.0, 0.0, 0.3333333333333333, 0.0]","[0.5, 0.5, 1.0, 0.0, 1.0, 0.5]","[0.5, 0.5, 1.25, 1.0, 0.25, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.22857142857142856,4,9
20200506LTKT0,"[0, 0, 0, 0]","[0.0, 0.2, 0.0, 0.0, 0.25, 0.0]","[0.25, 0.25, 1.0, 0.0, 0.25, 0.5]","[0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[0.0, 0.25, 0.0, 0.0, 0.3333333333333333, 0.0]","[0.5, 0.5, 1.0, 0.0, 1.0, 0.5]","[0.5, 0.5, 1.25, 1.0, 0.25, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.5, 1.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333]","[0.5, 0.5, 0.5, 0.0, 0.25, 0.0]","[0.3333333333333333, 0.5, 0.6666666666666666, 0.0, 0.0, 0.0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.3333333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.6666666666666666, 0.5, 0.0, 0.0, 0.0]",0.3333333333333333,9,4
20200506NCSS0,"[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.25, 0.25, 0.0, 0.0, 0.0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6666666666666666, 0.75, 1.6666666666666667, 0.0, 0.3333333333333333, 0.3333333333333333]","[0.25, 0.25, 0.5, 0.0, 0.25, 0.0]","[0.25, 0.25, 1.0, 0.0, 0.25, 0.25]","[0.75, 0.75, 1.75, 1.0, 0.25, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.15625,3,4
20200506NCSS0,"[0, 0, 0, 0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6666666666666666, 0.75, 1.6666666666666667, 0.0, 0.3333333333333333, 0.3333333333333333]","[0.25, 0.25, 0.5, 0.0, 0.25, 0.0]","[0.25, 0.25, 1.0, 0.0, 0.25, 0.25]","[0.75, 0.75, 1.75, 1.0, 0.25, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.25, 0.25, 0.0, 0.0, 0.0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.24242424242424243,4,3
20200506OBLG0,"[0, 0, 0, 0]","[0.5, 0.5, 1.0, 0.0, 0.25, 0.0]","[0.25, 0.25, 0.5, 0.0, 0.25, 0.0]","[0.5, 0.5, 1.5, 1.0, 0.25, 0.75]","[0.6666666666666666, 0.75, 1.3333333333333333, 1.0, 0.0, 0.0]","[0.0, 0.5, 0.0, 0.0, 0.5, 0.0]","[0.0, 0.5, 0.0, 0.0, 1.0, 0.0]","[0.6666666666666666, 0.75, 1.0, 0.0, 0.3333333333333333, 0.3333333333333333]","[0.25, 0.25, 0.5, 0.5, 0.0, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[0.25, 0.25, 0.25, 0.0, 0.25, 0.0]","[0.25, 0.25, 1.0, 0.0, 0.25, 0.25]","[0, 0, 0, 0, 0, 0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.5]","[0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.0, 0.0]","[0.25, 0.25, 0.5, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.18181818181818182,2,5
20200506OBLG0,"[0, 0, 0, 0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[0.25, 0.25, 0.25, 0.0, 0.25, 0.0]","[0.25, 0.25, 1.0, 0.0, 0.25, 0.25]","[0, 0, 0, 0, 0, 0]","[0.0, 0.25, 0.0, 0.0, 0.0, 0.5]","[0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.0, 0.0]","[0.25, 0.25, 0.5, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0.5, 0.5, 1.0, 0.0, 0.25, 0.0]","[0.25, 0.25, 0.5, 0.0, 0.25, 0.0]","[0.5, 0.5, 1.5, 1.0, 0.25, 0.75]","[0.6666666666666666, 0.75, 1.3333333333333333, 1.0, 0.0, 0.0]","[0.0, 0.5, 0.0, 0.0, 0.5, 0.0]","[0.0, 0.5, 0.0, 0.0, 1.0, 0.0]","[0.6666666666666666, 0.75, 1.0, 0.0, 0.3333333333333333, 0.3333333333333333]","[0.25, 0.25, 0.5, 0.5, 0.0, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.34285714285714286,5,2
20200506WOHT0,"[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.5, 0.6666666666666666, 0.0, 0.0, 0.0]","[0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0, 0.0]","[0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[0.0, 0.5, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.2, 0.0]","[0.25, 0.4, 1.0, 0.0, 0.5, 0.25]","[0.3333333333333333, 0.6, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666]","[0.6, 0.6, 1.2, 0.0, 0.4, 0.4]","[0.5, 0.5, 0.75, 0.5, 0.25, 0.25]","[1.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[0.25, 0.25, 0.25, 1.0, 0.25, 0.25]","[0.2, 0.2, 0.4, 1.0, 0.0, 0.4]","[0.0, 0.75, 0.0, 0.0, 0.0, 0.0]",0.2571428571428571,2,3
20200506WOHT0,"[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.2, 0.0]","[0.25, 0.4, 1.0, 0.0, 0.5, 0.25]","[0.3333333333333333, 0.6, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666]","[0.6, 0.6, 1.2, 0.0, 0.4, 0.4]","[0.5, 0.5, 0.75, 0.5, 0.25, 0.25]","[1.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[0.25, 0.25, 0.25, 1.0, 0.25, 0.25]","[0.2, 0.2, 0.4, 1.0, 0.0, 0.4]","[0.0, 0.75, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.5, 0.6666666666666666, 0.0, 0.0, 0.0]","[0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0, 0.0]","[0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[1.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[0.0, 0.5, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.2, 0.2, 0.0, 0.0, 0.0]",0.22580645161290322,3,2
20200507HHSK0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0.2, 0.2, 0.2, 0.0, 0.0, 0.0]","[0.0, 0.125, 0.0, 0.0, 0.0, 0.0]","[0.42857142857142855, 0.42857142857142855, 0.7142857142857143, 1.0, 0.14285714285714285, 0.14285714285714285]","[0.2857142857142857, 0.2857142857142857, 1.1428571428571428, 0.0, 0.2857142857142857, 0.42857142857142855]","[0.4, 0.4, 0.6, 0.5, 0.2, 0.2]","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.0]","[0.16666666666666666, 0.2857142857142857, 0.16666666666666666, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0.125, 0.125, 0.25, 0.0, 0.0, 0.0]","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.0, 0.16666666666666666]","[0.125, 0.125, 0.125, 0.0, 0.0, 0.0]","[0.14285714285714285, 0.25, 0.14285714285714285, 0.0, 0.14285714285714285, 0.0]","[0.7142857142857143, 0.75, 1.4285714285714286, 0.0, 0.42857142857142855, 0.14285714285714285]","[0.4, 0.5714285714285714, 0.6, 0.5, 0.0, 0.2]","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5, 0.0, 0.3333333333333333]","[0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0]","[0.125, 0.125, 0.125, 0.0, 0.0, 0.0]",0.38461538461538464,4,8
20200507HHSK0,"[0, 0, 0, 0]","[0.125, 0.125, 0.25, 0.0, 0.0, 0.0]","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.0, 0.16666666666666666]","[0.125, 0.125, 0.125, 0.0, 0.0, 0.0]","[0.14285714285714285, 0.25, 0.14285714285714285, 0.0, 0.14285714285714285, 0.0]","[0.7142857142857143, 0.75, 1.4285714285714286, 0.0, 0.42857142857142855, 0.14285714285714285]","[0.4, 0.5714285714285714, 0.6, 0.5, 0.0, 0.2]","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5, 0.0, 0.3333333333333333]","[0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0]","[0.125, 0.125, 0.125, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0.2, 0.2, 0.2, 0.0, 0.0, 0.0]","[0.0, 0.125, 0.0, 0.0, 0.0, 0.0]","[0.42857142857142855, 0.42857142857142855, 0.7142857142857143, 1.0, 0.14285714285714285, 0.14285714285714285]","[0.2857142857142857, 0.2857142857142857, 1.1428571428571428, 0.0, 0.2857142857142857, 0.42857142857142855]","[0.4, 0.4, 0.6, 0.5, 0.2, 0.2]","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.0]","[0.16666666666666666, 0.2857142857142857, 0.16666666666666666, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.35135135135135137,8,4
20200507LTKT0,"[0, 0, 0, 0]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.5, 0.0, 0.1111111111111111]","[0.0, 0.1111111111111111, 0.0, 0.0, 0.0, 0.14285714285714285]","[0.2857142857142857, 0.375, 0.7142857142857143, 0.0, 0.14285714285714285, 0.14285714285714285]","[0.25, 0.25, 0.25, 0.0, 0.25, 0.0]","[0.2857142857142857, 0.375, 0.5714285714285714, 0.0, 0.0, 0.0]","[0.14285714285714285, 0.25, 0.14285714285714285, 0.0, 0.0, 0.14285714285714285]","[0.2857142857142857, 0.375, 0.7142857142857143, 0.0, 0.14285714285714285, 0.2857142857142857]","[0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.5714285714285714, 0.6666666666666666, 0.0, 0.16666666666666666, 0.0]","[0, 0, 0, 0]","[0.4444444444444444, 0.5, 0.5555555555555556, 0.0, 0.4444444444444444, 0.0]","[0.4444444444444444, 0.4444444444444444, 0.8888888888888888, 0.5, 0.3333333333333333, 0.3333333333333333]","[0.2857142857142857, 0.3333333333333333, 0.2857142857142857, 0.3333333333333333, 0.2857142857142857, 0.2857142857142857]","[0.25, 0.2222222222222222, 0.25, 0.0, 0.0, 0.125]","[0.125, 0.2222222222222222, 0.125, 0.0, 0.25, 0.0]","[0.3333333333333333, 0.375, 1.0, 1.0, 0.5, 0.6666666666666666]","[0.3333333333333333, 0.5, 0.8333333333333334, 1.0, 0.3333333333333333, 0.6666666666666666]","[0.25, 0.25, 0.25, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285]",0.21212121212121213,3,7
20200507LTKT0,"[0, 0, 0, 0]","[0.4444444444444444, 0.5, 0.5555555555555556, 0.0, 0.4444444444444444, 0.0]","[0.4444444444444444, 0.4444444444444444, 0.8888888888888888, 0.5, 0.3333333333333333, 0.3333333333333333]","[0.2857142857142857, 0.3333333333333333, 0.2857142857142857, 0.3333333333333333, 0.2857142857142857, 0.2857142857142857]","[0.25, 0.2222222222222222, 0.25, 0.0, 0.0, 0.125]","[0.125, 0.2222222222222222, 0.125, 0.0, 0.25, 0.0]","[0.3333333333333333, 0.375, 1.0, 1.0, 0.5, 0.6666666666666666]","[0.3333333333333333, 0.5, 0.8333333333333334, 1.0, 0.3333333333333333, 0.6666666666666666]","[0.25, 0.25, 0.25, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285]","[0, 0, 0, 0]","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.5, 0.0, 0.1111111111111111]","[0.0, 0.1111111111111111, 0.0, 0.0, 0.0, 0.14285714285714285]","[0.2857142857142857, 0.375, 0.7142857142857143, 0.0, 0.14285714285714285, 0.14285714285714285]","[0.25, 0.25, 0.25, 0.0, 0.25, 0.0]","[0.2857142857142857, 0.375, 0.5714285714285714, 0.0, 0.0, 0.0]","[0.14285714285714285, 0.25, 0.14285714285714285, 0.0, 0.0, 0.14285714285714285]","[0.2857142857142857, 0.375, 0.7142857142857143, 0.0, 0.14285714285714285, 0.2857142857142857]","[0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.5714285714285714, 0.6666666666666666, 0.0, 0.16666666666666666, 0.0]",0.35,7,3
