,date,game_key,김대유,김용주,조근종,류희운,조현우,김민수,엄상백,정성곤,주권,김재윤,배제성,조한욱,박세진,김태오,이대은,조병욱,이정현,이종혁,최건,김민,신병률,박시윤,박주현,쿠에바스,이정훈,손동현,알칸타라,전용주,이상동,이선우,금민철,전유수,윤근영,이상화,하준호,배우열
47,2019-05-18,20190518SSKT0,"[0, 0, 27.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5217391304347827, 1.434782608695652, 2.5, 1.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.03448275862069, 2.3793103448275863, 0.625, 1.2083333333333333]","[0, 1, 2.9189189189189193, 1.2972972972972971, 1.3846153846153846, 1.1746031746031746]","[0, 1, 5.108108108108109, 1.3783783783783783, 1.8333333333333333, 1.1746031746031746]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 4.743243243243244, 1.7027027027027026, 1.263157894736842, 3.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 3.5, 0.0, 1.0]","[0, 0, 6.622641509433962, 1.7264150943396226, 1.1904761904761905, 5.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.161764705882352, 1.5, 1.8421052631578947, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.204819277108434, 1.3012048192771084, 3.5714285714285716, 6.148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.835820895522388, 1.5671641791044777, 1.0714285714285714, 1.175438596491228]","[1, 0, 2.7159763313609466, 1.029585798816568, 3.888888888888889, 7.041666666666667]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 6.75, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.6339285714285714, 0.8888888888888888, 4.148148148148149]","[0, 0, 6.942857142857142, 1.885714285714286, 0.8888888888888888, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
48,2019-05-21,20190521OBKT0,"[0, 0, 27.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5217391304347827, 1.434782608695652, 2.5, 1.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 12.65625, 2.34375, 0.75, 1.1851851851851851]","[0, 1, 2.8421052631578947, 1.2631578947368423, 1.4615384615384615, 1.1515151515151514]","[0, 1, 5.04, 1.36, 1.8333333333333333, 1.1363636363636365]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 4.743243243243244, 1.7027027027027026, 1.263157894736842, 3.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 3.5, 0.0, 1.0]","[0, 0, 6.622641509433962, 1.7264150943396226, 1.1904761904761905, 5.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.3602484472049685, 1.3229813664596275, 1.95, 5.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.204819277108434, 1.3012048192771084, 3.5714285714285716, 6.148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.014285714285714, 1.5857142857142859, 1.0714285714285714, 1.1666666666666665]","[0, 0, 2.7159763313609466, 1.029585798816568, 3.888888888888889, 7.041666666666667]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 6.75, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.6339285714285714, 0.8888888888888888, 4.148148148148149]","[0, 0, 6.942857142857142, 1.885714285714286, 0.8888888888888888, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
49,2019-05-22,20190522OBKT0,"[0, 0, 27.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1153846153846154, 1.3846153846153848, 2.5, 1.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.571428571428571, 2.3142857142857145, 0.6666666666666666, 1.1666666666666665]","[0, 1, 2.7341772151898733, 1.2151898734177216, 1.5384615384615385, 1.144927536231884]","[0, 1, 5.0625, 1.3499999999999999, 2.0, 1.1594202898550725]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[1, 0, 4.558441558441558, 1.6753246753246753, 1.263157894736842, 2.851851851851852]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 3.5, 0.0, 1.0]","[0, 0, 6.622641509433962, 1.7264150943396226, 1.1904761904761905, 5.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.3602484472049685, 1.3229813664596275, 1.95, 5.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.204819277108434, 1.3012048192771084, 3.5714285714285716, 6.148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.014285714285714, 1.5857142857142859, 1.0714285714285714, 1.1666666666666665]","[0, 0, 2.7159763313609466, 1.029585798816568, 3.888888888888889, 7.041666666666667]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 6.75, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.6339285714285714, 0.8888888888888888, 4.148148148148149]","[0, 0, 6.942857142857142, 1.885714285714286, 0.8888888888888888, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
50,2019-05-23,20190523OBKT0,"[0, 1, 6.75, 1.5, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.892857142857143, 1.3928571428571428, 2.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 2.3142857142857145, 0.6666666666666666, 1.1666666666666665]","[0, 0, 2.7341772151898733, 1.2151898734177216, 1.5384615384615385, 1.144927536231884]","[0, 0, 5.0625, 1.3499999999999999, 2.0, 1.1594202898550725]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 4.558441558441558, 1.6753246753246753, 1.263157894736842, 2.851851851851852]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 6.622641509433962, 1.7264150943396226, 1.1904761904761905, 5.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.3602484472049685, 1.3229813664596275, 1.95, 5.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.204819277108434, 1.3012048192771084, 3.5714285714285716, 6.148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.084507042253521, 1.816901408450704, 0.8333333333333334, 1.126984126984127]","[0, 0, 2.7159763313609466, 1.029585798816568, 3.888888888888889, 7.041666666666667]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 6.75, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.538461538461538, 1.7435897435897436, 0.9444444444444444, 3.9]","[0, 1, 7.297297297297297, 2.0270270270270268, 1.0, 0.7708333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
51,2019-05-24,20190524KTHT0,"[0, 0, 6.75, 1.5, 1.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.3928571428571428, 2.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.368421052631579, 2.2894736842105265, 0.7777777777777778, 1.1515151515151514]","[0, 0, 2.7341772151898733, 1.2151898734177216, 1.5384615384615385, 1.144927536231884]","[0, 0, 5.0625, 1.3499999999999999, 2.0, 1.1594202898550725]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 4.558441558441558, 1.6753246753246753, 1.263157894736842, 2.851851851851852]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 6.622641509433962, 1.7264150943396226, 1.1904761904761905, 5.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.3602484472049685, 1.3229813664596275, 1.95, 5.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.204819277108434, 1.3012048192771084, 3.5714285714285716, 6.148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.084507042253521, 1.816901408450704, 0.8333333333333334, 1.126984126984127]","[1, 0, 2.378238341968912, 1.0103626943005182, 4.111111111111111, 7.148148148148148]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 6.75, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.7435897435897436, 0.9444444444444444, 3.9]","[0, 0, 7.297297297297297, 2.0270270270270268, 1.0, 0.7708333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
52,2019-05-25,20190525KTHT0,"[0, 1, 3.0, 1.3333333333333333, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.368421052631579, 2.2894736842105265, 0.7777777777777778, 1.1515151515151514]","[0, 0, 2.7341772151898733, 1.2151898734177216, 1.5384615384615385, 1.144927536231884]","[0, 0, 5.0625, 1.3499999999999999, 2.0, 1.1594202898550725]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 4.558441558441558, 1.6753246753246753, 1.263157894736842, 2.851851851851852]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 6.622641509433962, 1.7264150943396226, 1.1904761904761905, 5.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.3602484472049685, 1.3229813664596275, 1.95, 5.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.204819277108434, 1.3012048192771084, 3.5714285714285716, 6.148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.084507042253521, 1.816901408450704, 0.8333333333333334, 1.126984126984127]","[0, 0, 2.378238341968912, 1.0103626943005182, 4.111111111111111, 7.148148148148148]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 6.75, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.7435897435897436, 0.9444444444444444, 3.9]","[0, 1, 6.9230769230769225, 2.0, 1.2222222222222223, 0.7647058823529411]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
53,2019-05-26,20190526KTHT0,"[0, 0, 3.0, 1.3333333333333333, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 1, 11.853658536585366, 2.4146341463414633, 0.8181818181818182, 1.1388888888888888]","[0, 1, 2.571428571428571, 1.1785714285714286, 1.6923076923076923, 1.1666666666666667]","[0, 0, 5.0625, 1.3499999999999999, 2.0, 1.1594202898550725]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 4.558441558441558, 1.6753246753246753, 1.263157894736842, 2.851851851851852]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 6.622641509433962, 1.7264150943396226, 1.1904761904761905, 5.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.448863636363636, 1.3977272727272727, 1.5555555555555556, 5.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.204819277108434, 1.3012048192771084, 3.5714285714285716, 6.148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.837837837837839, 1.7432432432432432, 0.9444444444444444, 1.1212121212121213]","[0, 0, 2.378238341968912, 1.0103626943005182, 4.111111111111111, 7.148148148148148]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 6.75, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.7435897435897436, 0.9444444444444444, 3.9]","[0, 0, 6.9230769230769225, 2.0, 1.2222222222222223, 0.7647058823529411]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
54,2019-05-28,20190528KTSK0,"[0, 0, 3.0, 1.3333333333333333, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.853658536585366, 2.4146341463414633, 0.8181818181818182, 1.1388888888888888]","[0, 0, 2.571428571428571, 1.1785714285714286, 1.6923076923076923, 1.1666666666666667]","[0, 1, 4.939024390243902, 1.353658536585366, 2.0, 1.1388888888888888]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[1, 0, 3.8152173913043477, 1.5978260869565217, 1.2380952380952381, 3.066666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 6.622641509433962, 1.7264150943396226, 1.1904761904761905, 5.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.448863636363636, 1.3977272727272727, 1.5555555555555556, 5.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.204819277108434, 1.3012048192771084, 3.5714285714285716, 6.148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.837837837837839, 1.7432432432432432, 0.9444444444444444, 1.1212121212121213]","[0, 0, 2.378238341968912, 1.0103626943005182, 4.111111111111111, 7.148148148148148]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 6.75, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.7435897435897436, 0.9444444444444444, 3.9]","[0, 0, 6.9230769230769225, 2.0, 1.2222222222222223, 0.7647058823529411]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
55,2019-05-29,20190529KTSK0,"[0, 1, 1.35, 0.75, 1.5, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 0, 1.0]","[0, 1, 13.5, 2.7142857142857144, 0.6923076923076923, 1.0769230769230769]","[0, 1, 4.395348837209303, 1.3604651162790697, 1.5714285714285714, 1.1466666666666667]","[0, 1, 4.764705882352941, 1.3411764705882354, 2.0, 1.1333333333333333]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.2380952380952381, 3.066666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 6.622641509433962, 1.7264150943396226, 1.1904761904761905, 5.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.448863636363636, 1.3977272727272727, 1.5555555555555556, 5.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.695652173913043, 1.3043478260869565, 3.5625, 6.133333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.6103896103896105, 1.7142857142857142, 0.9444444444444444, 1.1159420289855073]","[0, 0, 2.378238341968912, 1.0103626943005182, 4.111111111111111, 7.148148148148148]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 6.75, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.7435897435897436, 0.9444444444444444, 3.9]","[0, 1, 6.428571428571428, 2.0, 1.1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
56,2019-05-30,20190530KTSK0,"[0, 0, 1.35, 0.75, 1.5, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.42857142857142855, 2, 1.1666666666666667]","[0, 0, 13.5, 2.7142857142857144, 0.6923076923076923, 1.0769230769230769]","[0, 0, 4.395348837209303, 1.3604651162790697, 1.5714285714285714, 1.1466666666666667]","[0, 0, 4.764705882352941, 1.3411764705882354, 2.0, 1.1333333333333333]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.2380952380952381, 3.066666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 6.622641509433962, 1.7264150943396226, 1.1904761904761905, 5.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.448863636363636, 1.3977272727272727, 1.5555555555555556, 5.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.3043478260869565, 3.5625, 6.133333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6103896103896105, 1.7142857142857142, 0.9444444444444444, 1.1159420289855073]","[1, 0, 2.7757009345794392, 1.0654205607476637, 4.444444444444445, 7.133333333333333]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 6.75, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.7435897435897436, 0.9444444444444444, 3.9]","[0, 0, 6.428571428571428, 2.0, 1.1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
57,2019-05-31,20190531OBKT0,"[0, 1, 1.2272727272727273, 0.8181818181818182, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.42857142857142855, 2, 1.1666666666666667]","[0, 0, 13.5, 2.7142857142857144, 0.6923076923076923, 1.0769230769230769]","[0, 0, 4.395348837209303, 1.3604651162790697, 1.5714285714285714, 1.1466666666666667]","[0, 1, 4.709302325581396, 1.3604651162790697, 2.1666666666666665, 1.1025641025641026]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.2380952380952381, 3.066666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 6.622641509433962, 1.7264150943396226, 1.1904761904761905, 5.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.448863636363636, 1.3977272727272727, 1.5555555555555556, 5.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.3043478260869565, 3.5625, 6.133333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6103896103896105, 1.7142857142857142, 0.9444444444444444, 1.1159420289855073]","[0, 0, 2.7757009345794392, 1.0654205607476637, 4.444444444444445, 7.133333333333333]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 6.75, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.0, 1.6222222222222222, 1.105263157894737, 4.090909090909091]","[0, 1, 6.136363636363636, 1.9772727272727273, 1.0909090909090908, 0.7719298245614035]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
58,2019-06-01,20190601OBKT0,"[0, 0, 1.2272727272727273, 0.8181818181818182, 2.0, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.6666666666666667, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0.0, 0.42857142857142855, 2, 1.1666666666666667]","[0, 0, 13.5, 2.7142857142857144, 0.6923076923076923, 1.0769230769230769]","[0, 0, 4.395348837209303, 1.3604651162790697, 1.5714285714285714, 1.1466666666666667]","[0, 0, 4.709302325581396, 1.3604651162790697, 2.1666666666666665, 1.1025641025641026]","[0, 0, 2.4545454545454546, 0.8863636363636364, 2.142857142857143, 1.1282051282051282]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.2380952380952381, 3.066666666666667]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 3.375, 0.0, 0.8888888888888888]","[0, 0, 6.622641509433962, 1.7264150943396226, 1.1904761904761905, 5.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.0890052356020945, 1.4764397905759163, 1.5517241379310345, 5.787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.3043478260869565, 3.5625, 6.133333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6103896103896105, 1.7142857142857142, 0.9444444444444444, 1.1159420289855073]","[0, 0, 2.7757009345794392, 1.0654205607476637, 4.444444444444445, 7.133333333333333]","[0, 0, 7.7142857142857135, 3.8571428571428568, 0.16666666666666666, 0.7777777777777778]","[0, 0, 6.75, 0.75, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.6222222222222222, 1.105263157894737, 4.090909090909091]","[0, 0, 6.136363636363636, 1.9772727272727273, 1.0909090909090908, 0.7719298245614035]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
